id,age,salaire_net,statut_pro,anciennete,situation_famille,nombre_enfants,autres_credits,montant_pret_demande,duree_mois,loan_type
95b1cf75-6db4-4d02-b9b1-b461e3e4c3f8,64,1581,Secteur Privé,5,Marié,0,0,150170,300,IMMO
61b5241c-b25b-4034-9e80-791d812781f2,21,3707,Secteur Privé,2,Divorcé,3,0,6000,12,CONSO
5fae06c4-109d-4559-8548-d44b5241d31c,47,1180,Secteur Privé,12,Célibataire,2,0,23521,48,AUTO
55f4f1b4-dfde-4c0d-af87-263d0ef6ae0b,62,4847,Profession Libérale,1,Divorcé,1,0,396000,300,IMMO
054c87a1-8121-4fe8-beb9-eb80755deac6,44,5446,Profession Libérale,1,Divorcé,1,0,61000,72,AUTO
52ad3c81-064a-47be-9283-068f686525b0,23,2803,Fonctionnaire,19,Célibataire,2,0,1000,12,VOYAGE
aca8c59c-4179-4a27-af62-bf5884f81387,35,685,Secteur Privé,4,Célibataire,0,0,8000,12,CONSO
2d6ed049-8257-4072-ac85-70dbe6c4fc84,30,3472,Fonctionnaire,20,Marié,0,0,59000,72,AUTO
3bb38d31-e612-4a8a-8ec1-5bfd1cdb87fb,42,1343,Fonctionnaire,8,Veuf,0,0,36000,36,AUTO
450e0eef-847e-4416-9a68-c8dbeb2a11cb,41,3441,Secteur Privé,17,Célibataire,2,0,23000,48,CONSO
